"","tweet","existence","existence.confidence","binary"
"2827","east coast is probably wondering what happened to global warming when it s answer climate","Y",0.384,0
"2828","just like evolution climate change","Y",0.6838,0
"2829","can t think themselves they believe global warming even believe snow storms prove it idiots are so malleable","N",1,1
"2830","can global warming architecture","Y",0.6809,0
"2831","people who claim these blizzards disprove climate change clearly t see day after","Y",1,0
"2832","global warming in one state","Y",0.6656,0
"2833","if represent liberal women that s such a sad pathetic global warming fanatics who yack about their vaginas pathetic","N",1,1
"2834","un climate change panel based claims on student dissertation where was the outrage media","N",0.709,1
"2835","for everyone who thinks disproves global warming this is why wrong","Y",1,0
"2836","junk science reported as fact how stupid do they think we are mag how global warming makes blizzards worse","N",1,1
"2837","global warming theory snowing all over baltimore and new","N",0.4998,1
"2838","us climate envoy says climate change agreement","Y",0.7072,0
"2839","global warming could make world more fragrant ani a major scientific review has indicated","Y",0.6844,0
"2840","global warming earthquake magnitude quake jolts parts of n illinois miles west northwest of","Y",0.6547,0
"2841","d c snowstorm how global warming makes blizzards worse","Y",1,0
"2842","another snowstorm what happened to global warming by bryan walsh wednesday alex brandon as","N",1,1
"2843","invasive plants are beneficiaries of climate change ins woods source science daily invasive plants","Y",0.6602,0
"2844","quote s anchor joy u ignorant slut you believe in global warming and u mock an idiot","N",1,1
"2845","effect of organic farming in climate change organic earth","Y",1,0
"2846","is sad pathetic about liberalism think vagina monologues global warming are important topics","N",0.6357,1
"2847","people r certifiably insane s no freaking global warming you old cranks jane the rest are","N",1,1
"2848","global warming hysteria presumes things it exists it is man made it is bad all must be true winter may prove all false","N",1,1
"2849","global warming hysteria presumes things it exists it is man made it is bad all must be true winter may prove all false","N",0.687,1
"2850","we re expecting another deluge of global warming tonight","N",0.4812,1
"2851","energy and global warming news for february ford to unveil","Y",1,0
"2852","global warming in one state like clockwork whenever there is any kind of change in the natural landscape here in","Y",0.6674,0
"2853","calls global warming a bunch of snake oil science","N",0.6644,1
"2854","me this winter is proof that god has a sense of humor at the expense of the climate change worshipers","N",1,1
"2855","like newt but can t support anyone who gives any credence to global warming","N",1,1
"2856","brilliant vagina monologues to look at earthquakes and for global warming proof","Y",1,0
"2857","global warming just snake oil news former alaska governor dismisses climate cal","N",0.6223,1
"2858","wait it out global warming is the trend is what i hear anyway","N",0.7621,1
"2859","photo from global warming scientist on a lunch break","N",0.632,1
"2860","democrat party supports prostitution abortion pot global warming a fox news","N",0.6882,1
"2861","i love that since it s cold climate change is a hoax s like s lottery","Y",0.6762,0
"2862","climate change not every day is going to be warmer no matter what change","Y",0.6594,0
"2863","conservatives hot about global warming ballot measure your thoughts about california s suspend it","N",0.6397,1
"2864","what do climate change deniers squawking about snow in washington say about the stubborn absence of snow at s olympics venues","Y",0.6713,0
"2865","i officially heard one too many so much for global warming cracks we need to save or create some new jokes","Y",0.6792,0
"2866","utah legislature house formally questions global warming by bob salt lake with most democrats","N",0.7145,1
"2867","fuck you man i was your biggest supporter then you let it rain like ark fuck your theory on global warming","N",1,1
"2868","and she can then extend it to global warming et al and say ha hologram illusion","N",0.6756,1
"2869","dismisses climate change as snake oil science","N",0.7063,1
"2870","speaking at a event today calls global warming a bunch of snake oil science","N",0.4843,1
"2871","speaking at a event today calls global warming a bunch of snake oil science","N",0.6575,1
"2872","brain freeze conservative media still using winter weather to attack global warming climate","Y",0.4802,0
"2873","solar energy can be used to combat climate change experts","Y",0.6561,0
"2874","version of climate change watch the full version through","Y",0.5281,0
"2875","must be global warming public schools will be closed tomorrow wednesday due to an expected winter snowstorm via","N",1,1
"2876","calls global warming a bunch of snake oil science","N",0.5178,1
"2877","global warming is falling hard and fast prompting evacuations in some areas","N",0.6834,1
"2878","a bunch of snake oil science on global warming former alaska sarah who set up a task force t","N",1,1
"2879","climate change places future of the winter olympics from the sierras to the alps in peril","Y",1,0
"2880","climate change global hoax","N",1,1
"2881","grow faster because of global warming forests could be growing faster now than they were","Y",0.6794,0
"2882","great global warming collapse comes out","N",0.6952,1
"2883","calls global warming snake oil science during her speech at a logging","N",0.6404,1
"2884","is up with all these storms global climate change","Y",0.6892,0
"2885","solar energy can be used to combat climate change experts","Y",1,0
"2886","inevitable energy scientists playing god in false pretense of climate change","N",0.7148,1
